content,score,label,txt
Aplikasinya bagus...cuman mengapa selalu error ketika saya buka. Padahal aplikasi ini sangat penting bagi saya sebagai pembelajar...tolong diperbaiki lah...,2,Negatif,aplikasinya baguscuman mengapa selalu error ketika saya buka padahal aplikasi ini sangat penting bagi saya sebagai pembelajartolong diperbaiki lah
Ini bgmna cara pake aplikasi edlinknya biar bisa lihat materi yang di berikan sma dosen.,1,Negatif,ini bgmna cara pake aplikasi edlinknya biar bisa lihat materi yang di berikan sma dosen
Update nya ko nga bisa lama benget,1,Negatif,update nya ko nga bisa lama benget
"Min kenapa si sring eror, minta di perbarui padahal ga ada perbarui di play store, kan jadinya ga bisa dibuka ini solusinya gmna.",1,Negatif,min kenapa si sring eror minta di perbarui padahal ga ada perbarui di play store kan jadinya ga bisa dibuka ini solusinya gmna
"Ini kok minta di perbarui,, tapi di buka di play store gak ada pembaruan????",2,Negatif,ini kok minta di perbarui tapi di buka di play store gak ada pembaruan
"Ingin kirim screenshot an nya tapi gpp deh. Min, kenapa ya gabisa dibuka padahal udah di update bbeberapa kali. Udah di uninstal pasang lagi, gitu aja terus. Masih gabisa masuk duh.",5,Positif,ingin kirim screenshot an nya tapi gpp deh min kenapa ya gabisa dibuka padahal udah di update bbeberapa kali udah di uninstal pasang lagi gitu aja terus masih gabisa masuk duh
Di update beberapa kali tetapi pas dibuka kembali apk nya malah di suruh update lagi,1,Negatif,di update beberapa kali tetapi pas dibuka kembali apk nya malah di suruh update lagi
Updateeee Tapi Tak bisa di Update,2,Negatif,updateeee tapi tak bisa di update
Alhamdulillah.. Aplikasi ini cukup membantu dan cocok digunakan dalam pembelajaran online,4,Positif,alhamdulillah aplikasi ini cukup membantu dan cocok digunakan dalam pembelajaran online
"Aduh gw sudah update tapi masih di suruh update lagi,dan ngk bisa masuk, gimana ni?:(",2,Negatif,aduh gw sudah update tapi masih di suruh update lagidan ngk bisa masuk gimana ni
"Maaf ini edlink nya kenapa ya, minta di perbarui. Sekali di perbarui tapi gak bisa juga. Tetap juga keluar.",1,Negatif,maaf ini edlink nya kenapa ya minta di perbarui sekali di perbarui tapi gak bisa juga tetap juga keluar
Sering loading ga bisa masuk,2,Negatif,sering loading ga bisa masuk
"Di suruh update, sudah saya update tetep kembali diminta update, padahal tugas sudah menunggu dri dosen, tolong di perbaiki lagi 🙏",1,Negatif,di suruh update sudah saya update tetep kembali diminta update padahal tugas sudah menunggu dri dosen tolong di perbaiki lagi 
"Min kenpa yah, aplikasinya sering eror ? Dan selain itu biasanya kalau aplikasinya eror kita bisa login melalui web, tapi skrg tidak bisa..?",1,Negatif,min kenpa yah aplikasinya sering eror  dan selain itu biasanya kalau aplikasinya eror kita bisa login melalui web tapi skrg tidak bisa
"Loading ya lama bgt, padahal sinyal full tp muncul trs terdapat gangguan jaringan. Mohon perbaikan ya 🙏",2,Negatif,loading ya lama bgt padahal sinyal full tp muncul trs terdapat gangguan jaringan mohon perbaikan ya 
"Pake data ataupun wifi ga ada pengaruh sedikitpun, tetap saja lelet dan selalu ada pemberitahuan sambungan anda putus, padahal mke Yt dan apk lainnya lanjar jayaaaaa, mohon klarifikasinyaaaaa🤗",1,Negatif,pake data ataupun wifi ga ada pengaruh sedikitpun tetap saja lelet dan selalu ada pemberitahuan sambungan anda putus padahal mke yt dan apk lainnya lanjar jayaaaaa mohon klarifikasinyaaaaa
"Kadang error, saya kadang telat masuk jam kuliah soalnya edlink ny suka kluar sendiri..",1,Negatif,kadang error saya kadang telat masuk jam kuliah soalnya edlink ny suka kluar sendiri
Suka lama kalau ngirim tugas selebihnya sih bagus,4,Positif,suka lama kalau ngirim tugas selebihnya sih bagus
"Tolong untuk koneksinya diperbaiki diaplikasi android ataupun di web/di pc sering down, tolong diperbaiki",2,Negatif,tolong untuk koneksinya diperbaiki diaplikasi android ataupun di webdi pc sering down tolong diperbaiki
Nanti di tambah bintang nya kalo udah lancar make apk nyaa 🙂🙂,2,Negatif,nanti di tambah bintang nya kalo udah lancar make apk nyaa 
"Mantap, aplikatif, efektif dan efisien",5,Positif,mantap aplikatif efektif dan efisien
"Sinyal bagus tapi tetap tidak masuk, *pastikan jaringan wifi tersedia* padahal sinyal mangpret bro",1,Negatif,sinyal bagus tapi tetap tidak masuk pastikan jaringan wifi tersedia padahal sinyal mangpret bro
Uploadnya tugasnya lama sampe abis waktunya😠,1,Negatif,uploadnya tugasnya lama sampe abis waktunya
"Saya sering mengirim tgs le dosen, terus di apk tertulis dikirm, tapi pas liat daftar orang yg mengumpulkan tgs nama saya gak ada, padahal saya udah ngirim tgs lohh dan akhrinya saya gak dapat nilai",2,Negatif,saya sering mengirim tgs le dosen terus di apk tertulis dikirm tapi pas liat daftar orang yg mengumpulkan tgs nama saya gak ada padahal saya udah ngirim tgs lohh dan akhrinya saya gak dapat nilai
"Setelah di update, saya share link google form, malah tidak bisa di klik sama mahasiswa. Semester depan, saya tidak mau pakai Edlink lagi.",1,Negatif,setelah di update saya share link google form malah tidak bisa di klik sama mahasiswa semester depan saya tidak mau pakai edlink lagi
Kok aplikasi edlink ny gk bisa kebuka... Ada tampilan pembaruan dan keluar.. Di klik pembaruan kagk muncul apa2,1,Negatif,kok aplikasi edlink ny gk bisa kebuka ada tampilan pembaruan dan keluar di klik pembaruan kagk muncul apa
Lag terus kirim jawaban. Upload jawaban lama banget ada batas waktu juga,1,Negatif,lag terus kirim jawaban upload jawaban lama banget ada batas waktu juga
Aplikasi down terus mau ngirim tugas jd susah padahal waktu mepet,1,Negatif,aplikasi down terus mau ngirim tugas jd susah padahal waktu mepet
"Lola parah, gabisa login, udh login gabisa masuk kelas,, tolong di perbaiki. Mau UAS nih. Jangan sampe lagi uas kayak gini",4,Positif,lola parah gabisa login udh login gabisa masuk kelas tolong di perbaiki mau uas nih jangan sampe lagi uas kayak gini
Dengan aplikasi ini sangat membantu sya dalam artian tidak perlu kekampus dirumah saja bisa kuliah.,4,Positif,dengan aplikasi ini sangat membantu sya dalam artian tidak perlu kekampus dirumah saja bisa kuliah
tolong perbaiki donk sering eror tidak seperti versi yang lama,1,Negatif,tolong perbaiki donk sering eror tidak seperti versi yang lama
"Untuk quiz lemot sekali. Pdhl saya sudah pilih jwbn yg benar, ttp error jadi 0 .",1,Negatif,untuk quiz lemot sekali pdhl saya sudah pilih jwbn yg benar ttp error jadi  
"Teruntuk edlink yang terhormat, tolong jangan banyak update lah, di masalah jaringan nya tolong jangan harus selalu jaringan bagus, ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus, dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error",1,Negatif,teruntuk edlink yang terhormat tolong jangan banyak update lah di masalah jaringan nya tolong jangan harus selalu jaringan bagus ga semua orang mempunyai wifi ga semua orang mempunyai hp yang bagus dan ga semua daerah itu jaringan nya bagus jadi tolong banget nilai gua selama semester ini tuh buruk karna ya jarang ngerjain quis karna edlink nya aja sering error
Ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate. Tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu. Kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi.,1,Negatif,ketika ada update terbaru user tidak bisa masuk ke aplikasi dan baru bisa masuk ketika sudah terupdate tolong dong meskipun harus di update perbolehkan usernya masuk ke aplikasi dulu kalo urgent kita mahasiswa yg pake bisa ketinggalan sesi dan malah bikin rugi
"Kenapa aplikasinya jadi sering down sih, kalau mau ngirim tugas suka loadnya lama, nah pas cobain Ke instagram sinyalnya bagus kok, speednya juga bagus, pas ngirim tugas di edlink malah down banget, pliss kenapa sih :(",2,Negatif,kenapa aplikasinya jadi sering down sih kalau mau ngirim tugas suka loadnya lama nah pas cobain ke instagram sinyalnya bagus kok speednya juga bagus pas ngirim tugas di edlink malah down banget pliss kenapa sih 
"berkat aplikasi ini, banyak nilai saya yang hancur. terima kasih edlink . dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini. terlalu mudah kena spam, sehingga dalam memeriksa tugas, dosen banyak yang lalai. Saran, jika tugas yang mahasiswa upload tidak di nilai dosen, ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut. notifikasi berulang jika masih tidak di nilai si dosen :) aplikasinya sudah bagus, cuma masih banyak kelemahan",5,Positif,berkat aplikasi ini banyak nilai saya yang hancur terima kasih edlink  dosen jadi malas memeriksa dan tugas hanya jadi pajangan berkat aplikasi bego ini terlalu mudah kena spam sehingga dalam memeriksa tugas dosen banyak yang lalai saran jika tugas yang mahasiswa upload tidak di nilai dosen ada baiknya jika notifikasi ada sebagai pengingat dosen agar memeriksa tugas tersebut notifikasi berulang jika masih tidak di nilai si dosen  aplikasinya sudah bagus cuma masih banyak kelemahan
"Jelek banget apknya, suka eror. ih gw benci dosen gw yang mewajibkan pake apk ini.Padahal kredibilitasnya juga kasih dipertanyakan. Bintangnya aja 3.1, entah pencipta apk ini siapanya dosen gw 😒",1,Negatif,jelek banget apknya suka eror ih gw benci dosen gw yang mewajibkan pake apk inipadahal kredibilitasnya juga kasih dipertanyakan bintangnya aja  entah pencipta apk ini siapanya dosen gw 
"Tolong tambahkan halaman khusus untuk tugas-tugas dihalaman utama, soalnya kadang gak sadar kalau ada tugas yang lain.",4,Positif,tolong tambahkan halaman khusus untuk tugastugas dihalaman utama soalnya kadang gak sadar kalau ada tugas yang lain
"GAUSAH DI DOWNLOAD , BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT . SOAL DI KUIS TIDAK BISA KEGANTI , LOADING LAMA .",1,Negatif,gausah di download  bukannya mempermudah malah mempersulit  soal di kuis tidak bisa keganti  loading lama 
Muda2han kedepannya app ini makin baik dan nyaman di gunakan,5,Positif,mudahan kedepannya app ini makin baik dan nyaman di gunakan
"Aplikasi sering error, kadang buka materi gamau, saat mengerjakan quiz loading kw soal selanjutnya lama, hasil nilai quiz tidak sesuai dengan soal yg benar terjawab. tolong diperbaikin aplikasinya, karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini, terimakasih.",1,Negatif,aplikasi sering error kadang buka materi gamau saat mengerjakan quiz loading kw soal selanjutnya lama hasil nilai quiz tidak sesuai dengan soal yg benar terjawab tolong diperbaikin aplikasinya karena kasian para mahasiswa yang di tuntut untuk mengerjakan quiz dengan aplikasi edlink ini menjadi rugi diakibatkan karena buruknya aplikasi ini terimakasih
"Kalau ada quiz lelet banget. Jawaban tidak terkonfirmasi, habis waktu buat nungguin loading, di akhir gabisa ngirim jawaban. Padahal udh jawab benar semua malah dapat 0 luar biasa wkwkwkwk.",1,Negatif,kalau ada quiz lelet banget jawaban tidak terkonfirmasi habis waktu buat nungguin loading di akhir gabisa ngirim jawaban padahal udh jawab benar semua malah dapat  luar biasa wkwkwkwk
"Edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai 0, saya protes ke dosen tidak diterima, sudah 5 saya mendapatkan 0 dalam qius tersebut karena kesalahan edlink ini, apakah edlink bisa memperbaiki nilai saya yang 0 tersebut karena sering server down ini, tidak bisa, buat aplikasi yang benar lah, perbesar kapasitasnya, anda bisa menjawab minta maaf tapi saya mengulang 1 semester untuk 1 mata kulia tersebut.",1,Negatif,edlink banyak erornya membuat saya tidak dapat menjawab qius dengan benar dan saya mendapatkan nilai  saya protes ke dosen tidak diterima sudah  saya mendapatkan  dalam qius tersebut karena kesalahan edlink ini apakah edlink bisa memperbaiki nilai saya yang  tersebut karena sering server down ini tidak bisa buat aplikasi yang benar lah perbesar kapasitasnya anda bisa menjawab minta maaf tapi saya mengulang  semester untuk  mata kulia tersebut
"Kak, saran yang kemarin kakak bilang itukan hanya berlaku buat dosen. Saya mahasiswa kak. Kami juga sekarang mulai kirim tugas lewat email karena edlink gitu. Penyimpanan nya benar-benar GK bisa dihapus kak. Bukan hanya saya. Teman satu kampus semua gitu. Sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain. Mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa, saya bisa infokan ke teman-teman saya",2,Negatif,kak saran yang kemarin kakak bilang itukan hanya berlaku buat dosen saya mahasiswa kak kami juga sekarang mulai kirim tugas lewat email karena edlink gitu penyimpanan nya benarbenar gk bisa dihapus kak bukan hanya saya teman satu kampus semua gitu sampai beberapa dosen mengambil kebijakan untuk memindahkan mata kuliah ke aplikasi lain mungkin kalau kakak bisa jelaskan proses penghapusan media untuk mahasiswa saya bisa infokan ke temanteman saya
Edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus😓,2,Negatif,edlink kenapa susah banget buat login nya saya sudah satu minggu alfa karena tidak bisa masuk edlink padahal jaringan bagus
kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny,2,Negatif,kenapa edlink ga bisa di buka sudah berkali kali di instal taoi ga bisa masuk masuk buka edlink ny
"Perbaiki masalah ketika meng-upload file yang berukuran besar, selalunya ketika meng-upload video terjadi masalah jaringan padahal jaringan dalam kondisi yang baik-baik saja, pakai Wi-Fi pun butuh waktu yang lama ketika melakukan upload.",2,Negatif,perbaiki masalah ketika mengupload file yang berukuran besar selalunya ketika mengupload video terjadi masalah jaringan padahal jaringan dalam kondisi yang baikbaik saja pakai wifi pun butuh waktu yang lama ketika melakukan upload
Rugi nilai..... cepetin lagi ya kualitasnya jangan lemot.. soalnya saya mahasiswa ngerjar nilai. Makasih,2,Negatif,rugi nilai cepetin lagi ya kualitasnya jangan lemot soalnya saya mahasiswa ngerjar nilai makasih
"Kok beberapa hari ini setiap buka apk nya eror mulu ya, pdhl dari kemarin lancar aja. Tolong di fix admin",2,Negatif,kok beberapa hari ini setiap buka apk nya eror mulu ya pdhl dari kemarin lancar aja tolong di fix admin
Mohon maaf kak edlink setelah di upgrade kok jadi lebih susah dalam upload tugas terus kalau ada pemberitahuan tidak muncul di layar hp,1,Negatif,mohon maaf kak edlink setelah di upgrade kok jadi lebih susah dalam upload tugas terus kalau ada pemberitahuan tidak muncul di layar hp
"Senang karena nyaman dilihat apk setelah pembaharuan, ada kemajuan..🤗 mudah dimengerti, Sangat bermanfaat bagi perkuliahan online♥️ terimakasih :)",5,Positif,senang karena nyaman dilihat apk setelah pembaharuan ada kemajuan mudah dimengerti sangat bermanfaat bagi perkuliahan online terimakasih 
loading nya lama bangat tolong dong di perbaiki,1,Negatif,loading nya lama bangat tolong dong di perbaiki
"Pas buka PUBG, ML, FF, GENSIN INMPACT lancar, giliran buka aplikasi ini tiba-tiba loading terossssss",1,Negatif,pas buka pubg ml ff gensin inmpact lancar giliran buka aplikasi ini tibatiba loading terossssss
"Edlink makin hari kok makin banyak eror nya si :( aku mau ngirim tugas makalah tulisan nya periksa koneksi terus padahal sudah pakai wiffi sama data tetap aja. Sampe deadline nya kelewat, capek capek ngerjain 😌 malah gk dapet nilai makasih edlink",1,Negatif,edlink makin hari kok makin banyak eror nya si  aku mau ngirim tugas makalah tulisan nya periksa koneksi terus padahal sudah pakai wiffi sama data tetap aja sampe deadline nya kelewat capek capek ngerjain  malah gk dapet nilai makasih edlink
